Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Jonathan Lewis,DT,Virginia Tech,73,309,4.97,33.5,24,111,7.4,4.4,177,3
Marcedes Lewis,TE,UCLA,78,261,4.8,37,23,118,7.24,4.82,28,17
David Lonie,P,California,77,209,4.74,,,,,,0,1
Calvin Lowry,S,Penn State,71,200,4.54,36,15,120,7.16,4.2,102,3
Travis Lulay,QB,Montana State,74,216,4.71,35,,111,6.93,4.07,0,1
Wali Lundy,RB,Virginia,71,214,4.48,35,18,111,6.99,4.36,170,0
Deuce Lutui,OG,USC,76,334,5.35,28,26,97,8.04,4.76,41,7
Jesse Mahelona,DT,Tennessee,72,311,5.37,,,,,,169,2
Tom Malone,P,USC,72,212,4.87,,,,,,0,1
Antonio Malone,CB,Toledo,72,200,4.59,34,10,111,7.05,4.1,0,-1
Nick Mangold,C,Ohio State,76,300,5.05,27.5,24,104,7.47,4.36,29,11
Danieal Manning,CB,Abilene Christian,71,202,4.48,39,17,123,7.23,4.07,42,9
Laurence Maroney,RB,Minnesota,72,217,4.48,,,,,,21,5
Brandon Marshall,WR,Central Florida,76,229,4.52,37,,120,,,119,13
Richard Marshall,CB,Fresno State,71,189,4.42,37,12,129,6.65,4.16,58,9
Derrick Martin,CB,Wyoming,70,202,4.5,40,17,127,6.72,3.95,208,7
Ingle Martin,QB,Furman,74,220,4.71,36,,111,7.13,4.17,148,2
Jimmy Martin,OT,Virginia Tech,77,303,5.23,31,25,101,,,227,0
Tim Massaquoi,TE,Michigan,75,259,4.85,,32,,,,244,2
Wendell Mathis,RB,Fresno State,71,210,4.51,33,20,117,6.93,4.22,0,1
Fred Matua,OG,USC,74,306,5,24.5,28,93,7.87,4.76,217,2
Marcus Maxey,CB,Miami (FL),73,198,4.48,41.5,14,129,,,154,0
Dee McCann,CB,West Virginia,71,197,4.53,40.5,,122,7.35,4.38,179,1
John McCargo,DT,North Carolina State,73,302,5.15,30.5,25,110,7.79,4.48,26,6
Stanley McClover,DE,Auburn,74,262,4.7,39,19,114,7.87,4.5,237,4
Tim McGarigle,ILB,Northwestern,73,242,4.73,38,,118,7.09,4.07,221,1
Rocky McIntosh,OLB,Miami (FL),74,237,4.62,41.5,18,119,,,35,8
Reggie McNeal,QB,Texas A&M,74,198,4.4,32,,121,6.96,4.25,193,0
Marcus McNeill,OT,Auburn,80,336,5.07,31,,98,8.19,5,50,6
Gerrick McPhearson,CB,Maryland,70,196,4.42,41.5,18,129,,,232,0
Paul McQuistan,OT,Weber State,78,312,5.07,29.5,28,110,7.72,4.62,69,9
Robin Meadow,OG,Michigan State,77,324,5.4,24,29,99,7.94,4.73,0,0
Vincent Meeks,S,Texas Tech,71,210,4.85,33,11,112,,,0,-1
Erik Meyer,QB,East. Washington,73,210,4.67,32.5,,112,6.83,4.12,0,-1
Garrett Mills,FB,Tulsa,73,241,4.64,35.5,23,111,6.81,4.05,106,5
Jeremy Mincey,DE,Florida,75,259,4.76,33.5,27,116,6.99,4.25,191,8
DeMario Minter,CB,Georgia,71,190,4.52,38.5,10,131,6.87,4.1,152,1
Anthony Mix,WR,Auburn,76,235,4.48,31.5,,111,,,0,1
Will Montgomery,C,Virginia Tech,75,312,5.12,29.5,35,104,7.4,4.43,234,10
DonTrell Moore,RB,New Mexico,70,210,4.64,32,18,116,7.1,4.32,0,0
Sinorice Moss,WR,Miami (FL),68,185,4.38,,,,,,44,5
Jeff Mullins,LS,Marshall,74,247,5.03,,21,,,,0,-1
Martin Nance,WR,Miami (OH),76,213,4.55,33.5,,112,6.91,4.08,0,1
Terna Nande,OLB,Miami (OH),72,232,4.51,39,41,124,6.97,4.11,137,1
Javon Nanton,DE,Miami (FL),75,250,4.8,28.5,22,108,,,0,-1
Khalid Naziruddin,CB,Texas Tech,69,185,4.64,38.5,17,119,,,0,-1
Barrick Nealy,QB,Texas State,76,226,4.57,32.5,,114,6.94,4.26,0,-1
Haloti Ngata,DT,Oregon,76,338,5.13,31.5,37,110,7.95,4.65,12,13
A.J. Nicholson,OLB,Florida State,73,252,4.88,,25,116,7.37,4.43,157,-1
Rob Ninkovich,DE,Purdue,75,260,4.91,34.5,23,116,6.96,4.18,135,11
Jerious Norwood,RB,Mississippi State,72,210,4.4,36.5,15,122,6.81,4.25,79,6
Ryan O'Callaghan,OT,California,79,344,5.39,25,21,92,,,136,6
Ben Obomanu,WR,Auburn,73,205,4.45,38,,116,7.17,4.21,249,-1
Quinn Ojinnaka,OT,Syracuse,77,309,5.44,28.5,21,102,8.45,5.11,139,7
Melvin Oliver,DE,LSU,75,276,5.08,,,,,,197,2
Thomas Olmsted,P,Troy,76,214,5.18,,,,,,0,-1
Drew Olson,QB,UCLA,74,222,5.09,23,,97,,4.42,0,1
Chijioke Onyenegecha,CB,Oklahoma,73,215,4.55,34.5,16,118,,,0,-1
Jonathan Orr,WR,Wisconsin,74,198,4.44,35.5,,119,7.31,4.16,172,2
Babatunde Oshinowo,DT,Stanford,74,304,5.27,32,33,105,7.87,4.54,181,-1
Jarrad Page,S,UCLA,72,239,4.63,38,,127,6.68,4.14,228,6
Kai Parham,ILB,Virginia,75,256,4.98,35,30,116,7.35,4.33,0,-1
Sam Paulescu,P,Oregon State,72,190,4.98,,,,,,0,3
Domata Peko,DT,Michigan State,75,307,5.27,28.5,25,103,7.69,4.49,123,-1
Donald Penn,OT,Utah State,76,317,5.05,,21,,,,0,14
Terrance Pennington,OT,New Mexico,79,325,5.39,28.5,28,102,,,216,2
Charlie Peprah,S,Alabama,71,206,4.66,37.5,15,119,6.81,4.09,158,7
Marvin Philip,C,California,73,307,5.24,27,27,96,7.85,4.69,201,0
Anwar Phillips,CB,Penn State,72,193,4.6,,,,,,0,1
Paul Pinegar,QB,Fresno State,77,232,5.1,29,,110,7.36,4.49,0,-1
David Pittman,CB,NW State (LA),71,182,4.44,36,14,128,,4.23,87,3
Ryan Plackemeier,P,Wake Forest,75,253,5.2,,,,,,239,3
Jason Pociask,TE,Wisconsin,75,266,4.84,32.5,23,115,7.31,4.3,150,3
Bernard Pollard,S,Purdue,74,224,4.57,36.5,,131,,,54,9
Leonard Pope,TE,Georgia,80,258,4.62,37.5,22,118,7.47,4.67,72,7
Quinton Porter,QB,Boston Col.,77,233,4.67,33.5,,116,6.76,4.1,0,1
Donovan Raiola,C,Wisconsin,74,300,5.55,25,20,90,8.17,4.97,0,1
Troy Reddick,OG,Auburn,77,334,5.57,,21,,7.92,4.82,0,-1
Willie Reid,WR,Florida State,70,188,4.34,37.5,,117,7.06,4.26,95,3
Matthew Rice,DE,Penn State,76,271,4.89,,,,7.6,4.34,0,1
Gerald Riggs,RB,Tennessee,71,232,4.62,,,,,,0,10
Freddie Roach,ILB,Alabama,74,257,4.93,34,,111,7.49,4.42,0,-1
Dale Robinson,ILB,Arizona State,72,231,4.76,33,18,108,7.29,4.3,0,-1
Michael Robinson,WR,Penn State,73,227,4.57,,,,,,100,8
Cory Rodgers,WR,TCU,72,188,4.58,33.5,,110,7.37,4.19,104,0
Dennis Roland,OT,Georgia,82,328,5.28,,19,,,,0,6
Richie Ross,WR,Nebraska-Kearney,76,209,4.61,37,,120,6.95,4.29,0,1
Pat Ross,C,Boston Col.,75,301,4.99,,23,,,,0,1
Cory Ross,RB,Nebraska,66,201,4.58,,15,,,,0,2
Derrick Ross,RB,Tarleton State,70,226,4.56,35,20,112,7,4.35,0,0
Frostee Rucker,DE,USC,75,267,4.88,29.5,,110,,,91,13
DeMeco Ryans,OLB,Alabama,73,236,4.65,39,23,129,7.19,4.17,33,10
Nate Salley,S,Ohio State,74,216,4.63,40,14,123,6.79,4.15,121,4
Tony Scheffler,TE,West. Michigan,77,254,4.54,33.5,17,115,6.81,4.01,61,8
Anthony Schlegel,ILB,Ohio State,72,250,4.88,32,21,111,7.41,4.38,76,2
Jon Scifres,K,Missouri State,73,224,5,,,,,,0,-1
Jonathan Scott,OT,Texas,78,315,5.32,24.5,,101,7.73,4.85,141,9
Mark Setterstrom,OG,Minnesota,76,314,5.38,26.5,19,100,7.63,4.53,242,5
D.J. Shockley,QB,Georgia,73,214,4.56,37.5,,121,7.07,4.17,223,-1
Kevin Simon,OLB,Tennessee,70,235,4.89,28,26,103,7.69,4.32,250,-1
Ko Simpson,S,South Carolina,73,209,4.45,40.5,11,122,7.09,4.17,105,3
Ernie Sims,OLB,Florida State,71,231,4.5,41,25,125,7.31,4.22,9,8
Rob Sims,OG,Ohio State,75,307,5.25,,27,,,,128,9
Dwayne Slay,S,Texas Tech,75,216,4.78,32.5,,112,,,0,0
Kent Smith,QB,Central Michigan,77,216,4.57,35,,122,7.41,4.47,0,0
LeKevin Smith,DT,Michigan State,75,316,4.97,30.5,30,109,7.93,4.92,0,-1
Anthony Smith,S,Syracuse,72,194,4.71,41,18,125,6.75,4.35,83,6
Brad Smith,WR,Missouri,74,213,4.46,39.5,,128,7,4.33,103,9
Eric Smith,S,Michigan State,73,209,4.63,40,21,127,6.89,4.1,97,3
Clinton Solomon,WR,Iowa,75,214,4.58,33,,114,7.17,4.46,0,-1
Isaac Sowells,OG,Indiana,75,324,5.15,28.5,20,101,8.13,4.98,112,3
Charles Spencer,OG,Pittsburgh,77,352,5.25,,30,,,,65,2
Jason Spitz,OG,Louisville,75,313,5.4,28.5,25,102,7.82,4.55,75,8
Montavious Stanley,DT,Louisville,74,313,5.12,29,,106,8.06,4.6,182,3
Joel Stelly,P,La-Monroe,70,197,4.68,,,,,,0,-1
Adam Stenavich,OG,Michigan,76,310,5.6,,24,,,,0,1
Dan Stevenson,OG,Notre Dame,77,300,5.36,24.5,24,100,7.58,4.59,205,1
Maurice Stovall,WR,Notre Dame,76,217,4.57,35,,122,6.81,4.14,90,7
Zach Strief,OT,Northwestern,80,330,5.38,21,19,94,8.01,4.83,210,12
Boone Stutz,LS,Texas A&M,78,259,5.06,,,,,,0,2
Quinn Sypniewski,TE,Colorado,78,268,4.77,32.5,20,114,7.09,4.52,166,4
Naufahu Tahi,FB,BYU,72,254,4.85,29,35,101,7.72,4.7,0,5
Darryl Tapp,DE,Virginia Tech,74,252,4.83,33,27,109,7.31,4.48,63,12
Gavin Tarquinio,LS,Georgia Tech,75,253,4.88,,18,,,,0,0
Tony Tella,OG,Miami (FL),76,307,5.44,24.5,24,97,8.17,4.84,0,-1
David Thomas,TE,Texas,75,252,4.67,37.5,19,113,7.05,4.34,86,7
Joe Toledo,OT,Washington,77,337,5.11,,32,,,,114,3
John Torp,P,Colorado,74,212,4.73,,,,,,0,-1
Michael Toudouze,OT,TCU,78,303,5.12,26.5,23,100,7.45,4.7,162,2
Anthony Trucks,OLB,Oregon,73,233,4.76,37,22,125,7,4.14,0,1
Jeremy Trueblood,OT,Boston Col.,80,316,5.25,27.5,20,96,7.82,4.68,59,8
Stephen Tulloch,ILB,North Carolina State,71,241,4.84,33.5,27,113,7.19,4.15,116,11
Cameron Vaughn,OLB,LSU,76,235,4.65,32,17,117,7.24,4.22,0,1
Marcus Vick,QB,Virginia Tech,72,200,4.47,36,,117,6.94,4.08,0,0
Lawrence Vickers,FB,Colorado,72,245,4.82,30.5,21,104,7.74,4.63,180,7
John Walker,CB,USC,72,205,4.62,40,,125,,4.16,0,0
Delanie Walker,WR,Central Missouri State,73,240,4.49,36.5,,118,,,175,14
Cooper Wallace,TE,Auburn,76,261,4.78,29,21,105,7.29,4.21,0,1
Scott Ware,S,USC,73,218,4.7,37,15,115,7.05,4.25,0,0
Leon Washington,RB,Florida State,68,201,4.42,32.5,17,105,6.94,4.37,117,9
Pat Watkins,S,Florida State,77,211,4.42,41,14,133,,,138,5
Todd Watkins,WR,BYU,74,202,4.4,36,15,118,7.13,4.24,218,2
Gabe Watson,DT,Michigan,75,339,5.27,25,36,96,8.28,4.8,107,5
Steve Weatherford,P,Illinois,74,217,4.82,,,,,,0,10
Dee Webb,CB,Florida,71,183,4.41,36.5,,121,,,236,0
Jeff Webb,WR,San Diego State,74,211,4.4,37,,126,6.81,4.08,190,3
Stefon Wheeler,OT,Michigan State,77,339,5.73,19.5,,74,8.09,4.86,0,-1
Guy Whimper,OT,East Carolina,77,304,4.96,29,26,102,7.38,4.59,129,8
LenDale White,RB,USC,72,238,4.49,,,,,,45,5
Terrence Whitehead,RB,Oregon,70,209,4.69,30.5,,108,7.21,4.27,0,0
Charlie Whitehurst,QB,Clemson,77,223,4.75,33,,112,7,4.11,81,11
E.J. Whitley,OT,UNLV,77,309,5.35,25,16,101,7.53,4.79,224,-1
Donte Whitner,S,Ohio State,70,204,4.4,40,18,132,,,8,11
Andrew Whitworth,OT,LSU,79,334,5.16,30.5,28,112,8.23,4.83,55,16
Gerris Wilkinson,ILB,Georgia Tech,75,233,4.66,39,19,122,7.21,4.17,96,5
T.J. Williams,TE,North Carolina State,74,269,4.72,34,25,111,7.49,4.54,202,-1
Brandon Williams,WR,Wisconsin,69,179,4.48,34.5,,115,6.87,4.07,84,5
DeAngelo Williams,RB,Memphis,69,214,4.45,35.5,25,121,,,27,11
Demetrius Williams,WR,Oregon,74,197,4.52,38,,127,6.84,4.08,111,5
Jamar Williams,OLB,Arizona State,72,236,4.59,37,,120,7.03,4.29,120,5
Jimmy Williams,CB,Virginia Tech,74,213,4.44,,,,,,37,0
Leon Williams,ILB,Miami (FL),75,245,4.54,,25,,,,110,5
Mario Williams,DE,North Carolina State,79,295,4.7,40.5,35,120,7.19,4.36,1,11
Travis Wilson,WR,Oklahoma,74,214,4.47,36.5,,120,6.7,3.99,78,3
Kamerion Wimbley,DE,Florida State,76,248,4.61,38.5,24,129,6.97,4.48,13,9
Eric Winston,OT,Miami (FL),79,310,4.94,29,,108,7.47,4.44,66,11
Rodrique Wright,DT,Texas,77,300,5.08,32,31,110,7.84,4.51,226,2
Claude Wroten,DT,LSU,74,302,5.08,,,,,,68,3
Justin Wyatt,CB,USC,69,189,4.72,,14,,,,0,0
James Wyche,DE,Syracuse,77,262,4.63,33,27,116,7.75,4.51,213,5
Ashton Youboty,CB,Ohio State,72,189,4.44,,,,,,70,6
Vince Young,QB,Texas,77,229,4.48,,,,,,3,6
Alan Zemaitis,CB,Penn State,73,194,4.57,,,,,,122,0
Jon Abbate,ILB,Wake Forest,70,231,5,38.5,26,115,7.12,4.33,0,0
Victor Abiamiri,DE,Notre Dame,76,267,4.8,,25,,,,57,5
Gaines Adams,DE,Clemson,77,258,4.64,35,,119,7.17,4.36,4,3
Jesse Ainsworth,K,Arizona State,75,218,4.75,,,,,,0,-1
Ikaika Alama-Francis,DE,Hawaii,77,280,4.85,,,,,,58,5
Gerald Alexander,S,Boise State,72,210,4.51,41,15,124,7.24,4.21,61,5
Rufus Alexander,OLB,Oklahoma,73,228,4.79,35,25,117,7.06,4.3,176,1
Jay Alford,DT,Penn State,75,304,5.17,25.5,,103,7.81,4.83,81,4
Michael Allan,TE,Whitworth,78,255,4.71,36,19,123,7.31,4.52,231,0
Andy Alleman,OG,Akron,76,305,5.07,30,27,106,7.8,4.65,88,3
Aundrae Allison,WR,East Carolina,72,198,4.39,37,,127,,,146,3
Cory Anderson,FB,Tennessee,74,247,4.7,37,19,115,7.37,4.35,0,-1
Deon Anderson,FB,Connecticut,71,243,4.73,33,23,114,7.27,4.43,195,4
Jamaal Anderson,DE,Arkansas,77,288,4.75,,,,,,8,6
Antwan Applewhite,DE,San Diego State,75,250,4.73,35,25,115,7.5,4.36,0,5
Anthony Arline,CB,Baylor,74,199,4.43,34.5,12,124,7.02,4.46,0,-1
Baraka Atkins,DE,Miami (FL),76,271,4.69,33,22,111,,,120,3
Travarous Bain,CB,Kansas State,72,182,4.43,,10,,,,0,1
Dallas Baker,WR,Florida,75,208,4.53,36,,129,6.69,4.19,227,1
Reggie Ball,WR,Georgia Tech,71,203,4.67,30,15,112,6.9,4.19,0,1
David Ball,WR,North Texas,73,196,4.7,,,,6.94,4.21,0,0
Allen Barbre,OT,Missouri Southern,76,300,4.84,32,28,105,7.4,4.63,119,10
Antwan Barnes,OLB,Florida International,73,240,4.43,35,31,122,7.29,4.32,134,8
Dan Bazuin,DE,Central Michigan,75,266,4.77,30,25,109,7.09,4.75,62,2
Jon Beason,OLB,Miami (FL),72,237,4.72,,19,111,,,25,9
John Beck,QB,BYU,74,215,4.75,29.5,,111,6.81,4.17,40,6
Josh Beekman,OG,Boston Col.,74,313,5.36,25.5,24,93,8.24,4.81,130,4
Nate Bennett,OG,Michigan State,76,316,5.47,26.5,34,90,8.15,5.04,0,-1
Fred Bennett,CB,South Carolina,73,196,4.46,38.5,17,125,6.67,4.3,123,4
Stephen Berg,OG,Arizona State,77,330,5.38,,19,,,,0,-1
Larry Birdine,DE,Oklahoma,76,261,5.02,32,21,107,7.47,4.76,0,2
Desmond Bishop,ILB,California,74,239,4.78,,33,,,,192,8
Quincy Black,OLB,New Mexico,74,240,4.42,41.5,24,124,6.86,4.34,68,6
H.B. Blades,ILB,Pittsburgh,71,236,4.69,,22,,,,179,-1
Justin Blalock,OG,Texas,75,320,5.1,28.5,40,101,7.75,4.72,39,8
Kody Bliss,P,Auburn,70,179,5.08,,,,,,0,-1
Lorenzo Booker,RB,Florida State,70,191,4.46,35.5,26,121,,,71,5
Kevin Boss,TE,Western Oregon,78,252,4.78,35,,116,6.96,4.41,153,6
Dwayne Bowe,WR,LSU,74,221,4.51,33,,125,6.81,4.35,23,9
Tyron Brackenridge,CB,Washington State,71,189,4.67,,,,,,0,3
Stewart Bradley,OLB,Nebraska,76,254,4.72,35.5,28,112,7.29,4.17,87,7
Ahmad Bradshaw,RB,Marshall,69,198,4.55,34,,112,6.7,4.09,250,9
Alan Branch,DT,Michigan,78,324,5.07,27.5,33,107,,,33,11
Steve Breaston,WR,Michigan,72,193,4.46,33,,124,6.9,4.29,142,6
Larry Brown,DT,Oklahoma State,75,297,5.2,27,22,108,7.67,4.81,0,-1
Kareem Brown,DT,Miami (FL),76,290,5.38,26.5,,96,,,127,3
Levi Brown,OT,Penn State,77,323,5.4,25.5,31,97,7.87,4.89,5,7
Tarell Brown,CB,Texas,71,190,4.45,33.5,17,111,7,4.37,147,8
Mkristo Bruce,DE,Washington State,78,268,5,29,21,106,7.38,4.8,0,1
Eldra Buckley,RB,Tenn-Chattanooga,69,202,4.56,35.5,14,120,7.71,4.43,0,3
Noland Burchette,DE,Virginia Tech,74,259,4.73,,15,,,,0,-1
Prescott Burgess,OLB,Michigan,75,240,4.82,32.5,19,106,7.01,4.31,207,5
Michael Bush,RB,Louisville,73,243,4.62,,,,,,100,8
Andrew Carnahan,OT,Arizona State,79,306,5.2,,22,,,,252,2
Brendan Carney,P,Syracuse,76,203,5.03,,,,,,0,-1
Adam Carriker,DE,Nebraska,78,296,4.9,33.5,33,110,7.06,4.18,13,7
Zach Catanese,S,Arizona State,74,225,4.6,,24,,,,0,-1
Scott Chandler,TE,Iowa,79,270,4.78,30,16,111,7.26,4.32,129,8
Matt Clark,K,Auburn,72,181,,,,,,,0,-1
Jeremy Clark,DT,Alabama,74,309,5.02,29,29,104,7.78,4.82,0,1
Thomas Clayton,RB,Kansas State,70,218,4.63,36.5,23,121,,,0,3
David Clowney,WR,Virginia Tech,72,188,4.36,32.5,,123,7,4.15,157,3
Daniel Coats,TE,BYU,75,257,4.94,30,34,111,7.07,4.43,0,4
Michael Coe,CB,Arkansas,73,190,4.53,35,17,122,6.78,4.31,173,5
Joe Cohen,DT,Florida,74,313,5.1,26,34,,,,135,2
Duane Coleman,CB,Clemson,69,199,4.57,35.5,18,120,7.18,4.51,0,-1
Alonzo Coleman,RB,Kansas State,70,207,4.49,,27,120,,,0,1
Jemalle Cornelius,WR,Florida,71,184,4.57,34.5,,123,6.99,4.3,0,0
Jon Cornish,RB,Kansas,71,206,4.62,34,,118,7.09,,0,-1
Mason Crosby,K,Colorado,73,212,5.18,,,,,,193,16
Tim Crowder,DE,Texas,76,272,4.69,30.5,32,111,7.28,4.32,56,5
Quinton Culberson,OLB,Mississippi State,73,236,4.77,29.5,18,113,,,0,3
Craig Dahl,S,North Dakota State,74,216,4.55,35,17,122,6.69,4.26,0,9
Jessie Daniels,S,LSU,71,216,4.54,,25,,,,0,0
Kenneth Darby,RB,Alabama,70,211,4.75,30,19,108,7.25,4.53,246,3
Doug Datish,C,Ohio State,76,302,5.13,26,31,102,7.51,4.65,198,2
Buster Davis,WR,Florida State,73,207,4.41,,,,,,69,2
Buster Davis,ILB,Florida State,69,239,4.64,31,24,104,7.28,4.37,69,2
Chris Davis,WR,Florida State,70,181,4.5,35.5,,115,6.66,4.14,128,3
A.J. Davis,CB,North Carolina State,70,193,4.56,,16,,,,105,-1
Victor DeGrate,DE,Oklahoma State,75,249,4.77,,19,,,,0,1
Chris Denman,OT,Fresno State,78,315,5.62,27.5,21,97,8.1,4.92,214,2
Zak DeOssie,ILB,Brown,77,250,4.58,34.5,26,122,6.89,4.22,116,13
Tim Duckworth,OG,Auburn,75,306,5.42,25,20,94,8.26,4.78,0,1
Justin Durant,ILB,Kansas State,73,230,4.51,36,25,121,6.77,4.09,48,11
Quintin Echols,DT,Kansas State,73,328,5.4,,25,,,,0,-1
Trent Edwards,QB,Stanford,76,231,4.76,,19,,7.14,4.46,92,5
Tala Esera,OT,Hawaii,75,312,5.22,,,,,,0,1
Earl Everett,OLB,Florida,74,238,4.73,32,19,113,,,0,0
Aaron Fairooz,WR,Central Arkansas,78,209,4.49,36,,125,6.89,4.27,0,-1
Mark Fenton,C,Colorado,76,290,5.15,,22,,,,0,0
Brandon Fields,P,Michigan State,77,239,5.26,,,,,,225,9
Yamon Figurs,WR,Kansas State,71,174,4.3,,,123,6.85,4.21,74,4
Joel Filani,WR,Texas Tech,74,211,4.57,32.5,17,117,,,188,1
Nick Folk,K,Arizona,73,225,4.95,,,,,,178,15
Jacob Ford,DE,Central Arkansas,76,249,4.65,,19,,,,204,4
Eric Frampton,S,Washington State,71,204,4.61,34.5,10,122,6.84,4.17,165,7
Doug Free,OT,Northern Illinois,78,324,5.19,30,22,111,7.38,4.53,122,10
Dustin Fry,C,Clemson,75,314,5.28,,34,,,,139,2
Brandon Frye,OT,Virginia Tech,76,301,5.08,32.5,34,103,7.5,4.4,163,3
C.J. Gaddis,S,Clemson,71,203,4.45,36.5,20,121,7.28,4.3,159,-1
Josh Gattis,S,Wake Forest,73,206,4.51,34.5,22,121,6.72,4.27,150,0
Luke Getsy,QB,Akron,74,222,4.96,32.5,,106,6.95,4.46,0,-1
Ted Ginn,WR,Ohio State,71,178,4.38,,,,,,9,14
Dashon Goldson,S,Washington,74,205,4.6,34.5,12,115,7.37,4.46,126,9
Anthony Gonzalez,WR,Ohio State,72,193,4.44,38,,123,6.54,4.08,32,5
Adam Graessle,P,Pittsburgh,76,215,4.84,,,,,,0,-1
Corey Graham,CB,New Hampshire,72,195,4.42,,10,,,,168,12
Michael Griffin,S,Texas,72,202,4.45,36,16,120,6.6,4.1,19,10
Ben Grubbs,OG,Auburn,75,311,5.18,26.5,29,103,7.99,4.72,29,9
Matt Gutierrez,QB,Idaho State,76,232,5,29.5,,108,6.99,4.28,0,3
KaMichael Hall,OLB,Georgia Tech,72,228,4.77,33,,111,7.5,4.62,0,0
Gabe Hall,OT,Texas Tech,76,313,4.91,29,22,104,7.59,4.68,0,0
Leon Hall,CB,Michigan,71,193,4.39,37.5,15,125,6.5,4.07,18,12
Jonny Harline,TE,BYU,76,248,4.84,28.5,15,106,7.05,4.68,0,0
Justin Harrell,DT,Tennessee,76,300,5.04,30.5,24,108,7.63,4.79,16,4
Clark Harris,TE,Rutgers,77,261,4.8,32,21,112,,4.4,243,14
David Harris,ILB,Michigan,74,243,4.59,33,23,107,7.25,4.29,47,11
Leroy Harris,C,North Carolina State,74,302,5.35,24.5,29,96,8,4.8,115,7
Nate Harris,OLB,Louisville,72,230,4.6,32,26,107,7.19,4.52,0,0
Ryan Harris,OT,Notre Dame,76,305,5.09,25.5,22,100,7.78,4.52,70,9
Brandon Harrison,S,Stanford,74,227,4.58,,23,,,,144,0
Mario Henderson,OT,Florida State,78,302,5.11,28.5,20,109,7.6,4.87,91,4
Chris Henry,RB,Arizona,71,230,4.4,36,26,127,6.96,4.14,50,5
Stephon Heyer,OT,Maryland,78,334,5.59,,30,94,,,0,5
Justin Hickman,OLB,UCLA,73,254,4.75,29.5,23,115,7.06,4.43,0,2
Jarrett Hicks,WR,Texas Tech,75,210,4.67,34.5,,120,,,0,-1
Johnnie Lee Higgins,WR,Texas-El Paso,71,186,4.48,36.5,,122,6.62,4.32,99,4
Jason Hill,WR,Washington State,72,204,4.32,37,,123,7.02,4.22,76,6
Corey Hilliard,OT,Oklahoma State,77,308,5.29,27,28,106,7.45,4.65,209,6
Jonathan Holland,WR,Louisiana Tech,72,191,4.45,35.5,15,120,7.12,4.4,254,3
Chris Houston,CB,Arkansas,70,185,4.32,36,27,122,6.94,4.12,41,7
Dante Hughes,CB,California,70,190,4.56,28.5,16,114,7.28,4.43,95,5
Tony Hunt,RB,Penn State,74,233,4.68,,24,,,,90,2
Nate Ilaoa,RB,Hawaii,69,245,4.77,30,25,103,7.1,4.42,236,-1
Kenny Irons,RB,Auburn,71,203,4.45,38,,123,7,4.17,49,0
David Irons,CB,Auburn,70,190,4.44,29.5,11,111,7.18,4.3,194,2
Xzavie Jackson,DE,Missouri,75,278,4.92,33,18,110,,,0,0
DeAndre Jackson,CB,Iowa State,71,193,4.48,,14,,,,0,-1
Brandon Jackson,RB,Nebraska,70,210,4.54,37,21,122,7,4.14,63,6
Tanard Jackson,S,Syracuse,72,200,4.52,32.5,12,121,6.89,4.28,106,5
Keith Jackson,DT,Arkansas,72,305,5.05,30,33,,7.65,4.56,248,0
Drisan James,WR,Boise State,72,193,4.52,39,14,126,7.09,4.39,0,1
Dwayne Jarrett,WR,USC,76,219,4.62,,,,,,45,4
Rory Johnson,OLB,Mississippi,72,232,4.59,38,19,116,,4.07,0,0
Antonio Johnson,DT,Mississippi State,75,310,5.15,29,28,108,7.47,4.49,152,8
Calvin Johnson,WR,Georgia Tech,77,239,4.35,,,,,,2,9
Charles Johnson,DE,Georgia,74,270,4.84,34,33,118,7.5,,83,11
Michael Johnson,S,Arizona,75,205,4.62,33,15,114,7.04,4.32,224,10
Mike Jones,OG,Iowa,77,309,5.46,25.5,28,98,7.8,4.88,0,-1
Jacoby Jones,WR,Lane (TN),75,210,4.5,34,,129,7.03,4.31,73,9
James Jones,WR,San Jose State,73,207,4.54,34,22,119,7.06,4.2,78,9
Onrea Jones,WR,Kansas State,71,202,4.42,39,,121,7.05,4.28,0,1
Ryan Kalil,C,USC,75,299,4.96,26,34,104,7.5,4.34,59,13
Jordan Kent,WR,Oregon,76,217,4.49,,,,,,210,3
Aaron King,LS,Texas-El Paso,73,239,4.78,,,,,,0,-1
Adam Koets,OT,Oregon State,77,298,5.08,32,20,106,7.44,4.47,189,5
Kevin Kolb,QB,Houston,75,218,4.85,32.5,,112,6.94,4.44,36,7
Toby Korrodi,QB,Central Missouri State,75,234,5.37,25,,91,7.77,4.64,0,-1
Derek Landri,DT,Notre Dame,74,288,4.96,,24,,,,166,7
LaRon Landry,S,LSU,72,213,4.35,37.5,,123,,,6,8
Zach Latimer,ILB,Oklahoma,74,237,4.78,34,19,109,7.27,4.45,0,-1
Chris Leak,QB,Florida,72,209,4.74,32.5,,113,7.03,4.41,0,-1
Nick Leeson,LS,Virginia Tech,73,255,5.08,,,,,,0,-1
Brian Leonard,RB,Rutgers,73,226,4.52,34.5,28,122,6.88,4.22,52,8
Reggie Lewis,CB,Florida,70,204,4.54,34,14,119,7.13,,0,-1
Enoka Lucas,C,Oregon,75,303,5.46,27.5,34,104,8.1,4.84,0,1
